fname,pause_id,num_of_photos,real_move,max_effective_move,total_move,avg_move
16_n1733,1,13,0,0,0,0
16_n1733,2,7,8.05009530000001,8.05009530000046,8.05009530000001,1.15001361428572
16_n1733,3,21,0,0,0,0
16_n1733,4,13,0,0,0,0
16_n1733,5,18,3.68793259273394,3.68793259273344,3.68793259273394,0.204885144040774
16_n1733,6,9,32.8034599343787,34.9295855708134,52.3729192073894,5.81921324526549
16_n1733,7,12,0,0,0,0
16_n1733,8,9,0,0,0,0
16_n1733,9,14,0,0,0,0
16_n1733,10,49,0,0,0,0
16_n1733,11,14,0,0,0,0
16_n1733,12,20,0,0,0,0
16_n1733,13,7,18.4396628656853,18.4396628656855,18.4396628656853,2.63423755224075
16_n1733,14,7,16.1992696149611,16.1992696149611,16.1992696149611,2.31418137356588
16_n1733,15,7,12.0003735441011,12.0003735441006,12.0003735441011,1.71433907772872
16_n1733,16,8,0,0,0,0
16_n1733,17,36,0,0,0,0
16_n1733,18,100,17.2051860331425,17.2051860331416,17.2051860331425,0.172051860331425
16_n1733,19,19,0,0,0,0
16_n1733,20,37,10.0003113255094,10.0003113255105,10.0003113255094,0.270278684473228
16_n1734,1,18,0,0,0,0
16_n1734,2,19,0,0,0,0
16_n1734,3,11,8.80936043204703,15.8497836052516,23.0611106621508,2.09646460565007
16_n1734,4,29,0,3.814697265625E-06,0,0
16_n1734,5,17,0,0,0,0
16_n1734,6,10,20.6500979252777,20.6500979252778,20.6500979252777,2.06500979252777
16_n1734,7,10,18.0005603161515,18.000560316151,18.0005603161515,1.80005603161515
16_n1734,8,8,0,5.39479660939444E-06,0,0
16_n1734,9,46,0,0,0,0
16_n1734,10,21,0,0,0,0
16_n1734,11,10,23.7662609438882,23.7662609438882,33.9188019402048,3.39188019402048
16_n1734,12,7,0,2.69739830469722E-06,0,0
16_n1734,13,8,0,0,0,0
16_n1734,14,12,13.9144548415868,13.9144548415867,13.9144548415868,1.15953790346557
16_n1734,15,23,0,0,0,0
16_n1734,16,20,0,0,0,0
16_n1795,1,7,3.79485131248244,3.79485131248349,3.79485131248244,0.54212161606892
16_n1795,2,7,10.43104852992,10.4310485299208,10.43104852992,1.49014978998857
16_n1795,3,9,0,0,0,0
16_n1795,4,9,0,0,0,0
16_n1795,5,22,4.56084366330614,6.32475218746967,8.11366225190552,0.368802829632069
16_n1795,6,9,20.5919012349264,20.5919012349275,20.5919012349264,2.28798902610293
16_n1795,7,13,0,0,0,0
16_n1795,8,10,0,0,0,0
16_n1795,9,19,0,0,0,0
16_n1795,10,42,9.55675687978934,9.55675687979345,9.55675687978934,0.227541830471175
16_n1795,11,10,0,0,0,0
16_n1795,12,8,0,0,0,0
16_n1795,13,15,7.41625235750833,7.41625235749996,7.41625235750833,0.494416823833889
16_n1795,14,8,58.1661932061026,58.1661932061024,62.5952407732713,7.82440509665892
16_n1796,1,7,6.80412371134015,6.80412371134,6.80412371134015,0.972017673048593
16_n1796,2,15,11.79381443299,11.7938144329897,11.79381443299,0.786254295532666
16_n1796,3,18,0,0,0,0
16_n1796,4,25,0,0,0,0
16_n1796,5,39,10.0205337063138,10.0205337063135,10.0205337063138,0.256936761700354
16_n1809,1,23,16.555147505142,16.5551475051414,16.555147505142,0.719789021962696
16_n1809,2,12,29.8378835548621,29.837883554862,41.6366586044885,3.46972155037404
16_n1809,3,13,0,0,0,0
16_n1809,4,33,0,0,0,0
16_n1809,5,13,8.4525909552022,8.45259095520179,8.4525909552022,0.650199304246323
16_n1809,6,7,36.7785668451536,41.2244887531225,50.8494301107424,7.26420430153462
16_n1809,7,19,5.44999007593226,11.3332597019316,18.2465392056335,0.960344168717554
16_n1809,8,28,6.52278080077085,6.5227808007719,6.52278080077085,0.232956457170387
16_n1809,9,19,0,7.62939453125E-06,0,0
16_n1809,10,7,5.73702546748301,5.73702546748249,5.73702546748301,0.819575066783287
16_n1809,11,8,28.9497687374358,28.9497687374354,32.7476814810267,4.09346018512834
16_n1809,12,8,33.4763082789621,33.4763082789617,35.1891135355197,4.39863919193997
16_n1809,13,9,0,0,0,0
16_n1809,14,8,0,0,0,0
16_n1809,15,8,0,0,0,0
16_n1809,16,7,0,0,0,0
16_n2051,1,9,0,0,0,0
16_n2051,2,37,17.2343818652622,20.2140688498995,28.094060097633,0.75929892155765
16_n2051,3,15,0,0,0,0
16_n2051,4,7,0,0,0,0
16_n2051,5,11,13.5585295070472,13.558529507047,13.5585295070472,1.23259359154975
16_n2051,6,19,0,0,0,0
16_n2052,1,9,0,0,0,0
16_n2052,2,9,0,0,0,0
16_n2052,3,9,19.6502186695459,19.6502186695469,20.4511126968198,2.2723458552022
16_n2052,4,11,0,0,0,0
16_n2052,5,28,0,0,0,0
16_n2052,6,11,0,0,0,0
16_n2052,7,39,0,0,0,0
16_n2052,8,11,0,0,0,0
16_n2052,9,7,0,0,0,0
16_n2053,1,40,3.69419069538152,3.80129086502853,5.80474706207277,0.145118676551819
16_n2053,2,8,0,0,0,0
16_n2053,3,11,0,0,0,0
16_n2053,4,8,0,0,0,0
16_n2053,5,10,0,0,0,0
16_n2053,6,9,0,7.62939453125E-06,0,0
16_n2053,7,9,0,0,0,0
16_n2053,8,7,0,0,0,0
16_n2053,9,7,0,0,0,0
16_n2053,10,27,0,0,0,0
16_n2053,11,10,25.2308245194294,25.2308245194292,25.287712286565,2.5287712286565
16_n2053,12,22,0,0,0,0
16_n2053,13,23,8.11337922379533,8.11337922379358,9.80180744977204,0.426165541294437
16_n2053,14,9,17.3558135168285,17.3558135168299,17.3558135168285,1.92842372409206
16_n2053,15,16,11.1648120493807,11.1648120493793,12.0551191895845,0.75344494934903
16_n2053,16,7,0,0,0,0
16_n2053,17,14,7.59150751159353,7.59150751159538,7.59150751159353,0.542250536542395
16_n2053,18,45,0,0,0,0
16_n2053,19,9,0,0,0,0
16_n2053,20,22,6.3247521874708,6.32475218747197,6.3247521874708,0.287488735794127
16_n2053,21,26,0,0,0,0
16_n2054,1,52,6.261185225519,6.26118522552125,6.261185225519,0.120407408183058
16_n2054,2,12,0,0,0,0
16_n2054,3,14,0,0,0,0
16_n2054,4,12,0,7.62939453125E-06,0,0
16_n2054,5,21,0,0,0,0
16_n2054,6,10,0,0,0,0
16_n2054,7,7,3.68793257519598,19.3500208935327,38.9961140434958,5.57087343478512
16_n2054,8,31,18.868549575233,20.4358997362907,30.4728078430742,0.98299380138949
16_n2054,9,30,8.94455032217078,13.9718342509721,24.0877693627567,0.802925645425222
16_n2054,10,7,2.00006225485403,2.00006225485291,2.00006225485403,0.285723179264862
16_n2054,11,7,17.2051860705895,17.2051860705888,17.2051860705895,2.45788372436993
16_n2054,12,13,2.82851516640595,2.82851516640865,2.82851516640595,0.217578089723534
16_n2054,13,9,0,0,0,0
16_n2054,14,9,0,0,0,0
16_n2054,15,16,5.72730669608309,5.72730669608602,5.72730669608309,0.357956668505193
16_n2085,1,14,8.45259095520307,16.5209230334387,39.1310811653624,2.79507722609731
16_n2085,2,7,20.1344855926762,20.1344855926759,20.3602490763226,2.90860701090322
16_n2085,3,13,24.3401376713834,24.3401376713837,30.2113826682645,2.32395251294342
16_n2085,4,11,0,0,0,0
16_n2085,5,36,9.00441569544261,9.00441569544271,12.1873141267215,0.338536503520041
16_n2085,6,8,23.671324593146,23.6713245931446,43.2965114994309,5.41206393742886
16_n2085,7,40,0,0,0,0
16_n2085,8,32,0,0,0,0
16_n2085,9,70,0,0,0,0
16_n2086,1,25,8.98916182246751,8.98916182246758,8.98916182246751,0.3595664728987
16_n2086,2,7,0,0,0,0
16_n2086,3,15,0,0,0,0
16_n2086,4,8,0,0,0,0
16_n2086,5,22,7.21132701399706,7.21132701399836,7.21132701399706,0.327787591545321
16_n2086,6,23,5.36673019330203,5.36673019330213,5.36673019330203,0.233336095360958
16_n2086,7,9,16.6378253510434,16.6378253510433,16.6378253510434,1.84864726122705
16_n2086,8,9,13.2064702860203,13.2064702860199,13.2064702860203,1.46738558733559
16_n2086,9,7,0,0,0,0
16_n2086,10,7,0,0,0,0
16_n2086,11,23,4.56084366330671,4.56084366330524,4.56084366330671,0.198297550578553
16_n2086,12,8,0,0,0,0
16_n2086,13,9,0,0,0,0
16_n2086,14,22,3.57782012886804,3.57782012886854,3.57782012886804,0.16262818767582
16_n2086,15,25,0,0,0,0
16_n2086,16,24,7.69439312387452,7.69439312387418,7.69439312387452,0.320599713494771
16_n2086,17,21,0,0,0,0
16_n2086,18,9,0,0,0,0
16_n2086,19,7,0,0,0,0
16_n2086,20,17,4.472275161085,4.47227516108263,4.472275161085,0.263075009475588
16_n2086,21,11,0,0,0,0
16_n2086,22,71,0,0,0,0
16_n2086,23,27,0,0,0,0
16_n2086,24,10,0,1.07895932187889E-05,0,0
16_n2086,25,27,0,0,0,0
16_n2086,26,10,0,0,0,0
16_n2087,1,9,5.44999007593326,13.4694253906157,21.9562020312464,2.43957800347182
16_n2087,2,9,11.4740509349666,11.4740509349675,11.4740509349666,1.27489454832962
16_n2087,3,35,0,0,0,0
16_n2087,4,8,9.00441569544165,9.00441569543948,9.00441569544165,1.12555196193021
16_n2087,5,7,0,0,0,0
16_n2087,6,13,0,0,0,0
16_n2087,7,9,0,0,0,0
16_n2087,8,10,0,0,0,0
16_n2087,9,7,0,0,0,0
16_n2087,10,12,0,0,0,0
16_n2087,11,9,0,0,0,0
16_n2087,12,10,0,0,0,0
16_n2087,13,35,2.00345619704592,2.00345619705828,2.00345619704592,0.057241605629883
16_n2087,14,12,0,0,0,0
16_n2087,15,11,0,0,0,0
16_n2087,16,18,0,0,0,0
16_n2087,17,22,0,0,0,0
16_n2088,1,7,0,0,0,0
16_n2088,2,11,0,0,0,0
16_n2088,3,7,0,0,0,0
16_n2088,4,10,8.09963480547105,8.0996348054706,8.09963480547105,0.809963480547105
16_n2088,5,11,6.81196657876325,6.81196657876416,6.81196657876325,0.619269688978477
16_n2088,6,29,3.57782012886798,3.57782012886651,3.57782012886798,0.123373107891999
16_n2088,7,25,3.2250034822552,3.22500348225709,3.2250034822552,0.129000139290208
16_n2088,8,10,0,0,0,0
16_n2088,9,8,0,0,0,0
16_n2088,10,10,0,7.62939453125E-06,0,0
16_n2091,1,19,3.58389139722999,5.73702546748502,10.216889714021,0.537731037580053
16_n2091,2,11,3.6941906953813,3.69419069538227,3.6941906953813,0.335835517761936
16_n2091,3,7,0,0,0,0
16_n2091,4,10,20.6268440084538,20.6268440084537,26.150556386324,2.6150556386324
16_n2091,5,7,13.3195939735372,13.3195939735367,13.3195939735372,1.90279913907674
16_n2091,6,30,11.474050934966,11.4740509349669,11.6094941241446,0.386983137471486
16_n2091,7,8,0,0,0,0
16_n2091,8,15,3.58389139722999,3.58389139722724,3.58389139722999,0.238926093148666
16_n2091,9,7,0,0,0,0
16_n2091,10,9,0,0,0,0
16_n2091,11,32,2.53419391001812,2.53419391001838,2.53419391001812,0.079193559688066
16_n2091,12,8,0,0,0,0
16_n2091,13,8,17.6486183742016,17.648618374202,17.6486183742016,2.20607729677519
16_n2091,14,8,9.89634358220075,11.6820567084043,21.3319796208838,2.66649745261048
16_n2091,15,13,0,0,0,0
16_n2091,16,8,0,7.62939453125E-06,0,0
16_n2091,17,45,9.69142814880593,9.69142814880373,10.6743646593323,0.237208103540717
16_n2091,18,17,0,0,0,0
16_n2091,19,22,0,7.62939453125E-06,0,0
16_n2091,20,9,0,0,0,0
16_n2091,21,10,6.33548477504428,6.33548477504653,6.33548477504428,0.633548477504428
16_n2091,22,13,0,0,0,0
16_n2092,1,10,5.37583709584601,5.37583709584424,5.37583709584601,0.537583709584601
16_n2092,2,15,6.52278080077113,6.52278080077302,10.0493360396389,0.669955735975927
16_n2092,3,11,0,0,0,0
16_n2092,4,9,0,0,0,0
16_n2092,5,9,2.83331492548296,2.83331492547969,2.83331492548296,0.314812769498107
16_n2092,6,8,21.8183646635343,21.8183646635336,21.8183646635343,2.72729558294179
16_n2155,1,16,6.33548477504416,6.33548477504194,6.33548477504416,0.39596779844026
16_n2155,2,8,1.79194569861502,1.79194569861159,1.79194569861502,0.223993212326878
16_n2155,3,26,8.01382478818388,8.01382478818589,16.6341881400846,0.63977646692633
16_n2155,4,11,0,0,0,0
16_n2155,5,37,5.44999007593326,5.44999007593317,5.44999007593326,0.147297029079277
16_n2155,6,11,0,0,0,0
16_n2155,7,9,4.00012450970794,12.1659037420915,23.084118838622,2.56490209318022
16_n2155,8,10,0,0,0,0
16_n2155,9,12,0,0,0,0
16_n2155,10,18,12.8066471004311,12.8066471004335,12.8066471004311,0.711480394468394
16_n2155,11,7,0,0,0,0
16_n2155,12,7,0,0,0,0
16_n2156,1,7,0,0,0,0
16_n2156,2,8,3.69419069538061,3.69419069538227,3.69419069538061,0.461773836922576
16_n2156,3,7,0,0,0,0
16_n2156,4,11,24.2078533349892,37.6735008853591,58.6242873722521,5.32948067020474
16_n2156,5,41,4.82496145623929,6.01036859113609,10.017280985229,0.244323926468999
16_n2208,1,20,6.51173091079331,9.50818735514901,15.8450852537151,0.792254262685754
16_n2208,2,9,21.7814034388059,23.2558308999999,30.8980579923962,3.43311755471069
16_n2208,3,8,56.6974436059827,56.697443605983,57.8331844271245,7.22914805339057
16_n2208,4,10,0,0,0,0
16_n2208,5,28,17.0885394194129,18.4179563856997,22.8902315257003,0.817508268775011
16_n2208,6,12,0.89445499999988,3.79485131722311,7.01985482198883,0.584987901832403
16_n2208,7,9,17.8891006,21.4855470976939,25.1734796370676,2.79705329300751
16_n2208,8,18,0,0,0,0
16_n2208,9,11,0,0,0,0
16_n2208,10,9,0,0,0,0
16_n2208,11,10,8.94455030000006,8.94455030000032,8.94455030000006,0.894455030000006
16_n2208,12,7,0,0,0,0
16_n2208,13,28,0,0,0,0
16_n2208,14,18,0,0,0,0
16_n2208,15,20,2.82851515939419,2.82851515941698,2.82851515939419,0.141425757969709
16_n2208,16,11,18.8048401876227,18.8048401876261,18.8575830563167,1.71432573239243
16_n2208,17,8,0,0,0,0
16_n2208,18,11,0,0,0,0
16_n2208,19,53,0,1.07895932187889E-05,0,0
16_n2208,20,10,0,0,0,0
16_n2208,21,21,0,0,0,0
16_n2208,22,10,0,1.07895932187889E-05,0,0
16_n2209,1,8,21.5220064043788,26.3513520998223,53.597344531905,6.69966806648812
16_n2209,2,8,12.8283789892517,20.0345618875562,40.3743491065916,5.04679363832395
16_n2209,3,30,0,0,0,0
16_n2209,4,8,0,0,0,0
16_n2209,5,34,12.7341667681796,13.319593889658,20.3173655112989,0.597569573861733
16_n2209,6,9,22.8429151795754,22.8429151795754,22.8429151795754,2.53810168661949
16_n2209,7,13,0,0,0,0
16_n2209,8,13,0,0,0,0
16_n2209,9,11,0,0,0,0
16_n2209,10,8,0,0,0,0
16_n2209,11,85,0,0,0,0
16_n2209,12,10,0,0,0,0
16_n2209,13,9,0,0,0,0
16_n2209,14,81,10.1367756479046,10.1367756479031,10.1367756479046,0.125145378369192
16_n2209,15,8,3.23047609370116,3.23047609370552,3.23047609370116,0.403809511712645
16_n2209,16,26,2.83331499091794,2.83331499092265,2.83331499091794,0.108973653496844
16_n2209,17,10,6.33548483650899,6.33548483650673,8.01382483909833,0.801382483909833
16_n2209,18,11,7.22356400876554,9.89634354458217,14.3762077645803,1.30692797859821
16_n2209,19,9,0,0,0,0
16_n2209,20,33,2.00345622095487,2.00345622098393,2.00345622095487,0.06071079457439
16_n2209,21,28,6.46095210419727,9.35423116329615,18.4822664962486,0.660080946294594
16_n2209,22,11,34.2350745287373,34.2350745287374,36.9423459614431,3.35839508740392
16_n2209,23,28,0,0,0,0
16_n2209,24,21,0,0,0,0
16_n2209,25,9,5.22437461316222,5.22437461316259,5.59323660331955,0.621470733702172
16_n2209,26,27,0,0,0,0
16_n2209,27,16,9.00441570240124,9.00441570240077,9.00441570240124,0.562775981400078
16_n2266,1,16,26.833650966512,26.8336509665115,45.2692150847719,2.82932594279824
16_n2266,2,30,50.5505596020375,57.0561359991659,86.6148890698162,2.88716296899387
16_n2266,3,15,5.44075755500726,5.44075755500524,5.44075755500726,0.362717170333817
16_n2266,4,20,0,0,0,0
16_n2266,5,13,0,0,0,0
16_n2266,6,14,6.32475218747102,6.32475218747082,6.32475218747102,0.451768013390787
16_n2266,7,8,0,0,0,0
16_n2266,8,9,9.87957874447772,14.8058652728034,23.147175290524,2.57190836561378
16_n2266,9,20,2.52990087498894,5.65703033280701,9.23485046167836,0.461742523083918
16_n2266,10,8,0,0,0,0
16_n2266,11,18,1.26495043749484,1.26495043748427,1.26495043749484,0.070275024305269
16_n2266,12,9,0,0,0,0
16_n2266,13,14,0,0,0,0
16_n2266,14,9,0,0,0,0
16_n2266,15,30,5.7273066960824,5.72730669608094,5.7273066960824,0.190910223202747
16_n2266,16,49,9.12168732661248,16.8052843190587,32.3874958663137,0.660969303394156
16_n2267,1,7,3.22500348225572,3.22500348225257,3.22500348225572,0.460714783179388
16_n2267,2,9,24.7394038037239,24.7394038037235,26.5298137311597,2.94775708123997
16_n2267,3,10,0,0,0,0
16_n2267,4,9,0,0,0,0
16_n2267,5,38,16.4443556874253,18.8685495752322,31.0344533173223,0.816696139929533
16_n2267,6,25,6.51173092556071,6.51173092556055,6.51173092556071,0.260469237022428
16_n2267,7,10,0,0,0,0
16_n2267,8,39,0,0,0,0
16_n2267,9,21,0,0,0,0
16_n2267,10,17,0,3.814697265625E-06,0,0
16_n2267,11,9,0,0,0,0
16_n2267,12,37,0,0,0,0
16_n2267,13,10,0,0,0,0
16_n2268,1,14,7.65519540365899,8.11337917484705,16.7023309528738,1.19302363949099
16_n2268,2,8,19.7317551734849,22.613332406292,43.6918895182085,5.46148618977607
16_n2268,3,8,0,0,0,0
16_n2268,4,27,0,0,0,0
16_n2268,5,7,34.3053484523071,34.305348452306,59.9401718764256,8.56288169663222
16_n2268,6,7,0,0,0,0
16_n2268,7,8,8.82430923961056,8.82430923961114,8.82430923961056,1.10303865495132
16_n2268,8,8,8.82430918478188,15.6731238000416,43.2881120213515,5.41101400266894
16_n2268,9,82,4.47986428000005,4.47986427999858,4.47986428000005,0.054632491219513
16_n2268,10,13,14.8866986275035,18.8048401624136,30.3796860969364,2.33689893053357
16_n2268,11,12,9.20897820839073,13.2970299895632,18.1138176959735,1.5094848079978
16_n2268,12,79,0,0,0,0
16_n2268,13,7,3.57782019999991,3.5778202000008,3.57782019999991,0.511117171428558
16_n2268,14,8,14.6701533984236,14.6701533984226,14.6701533984236,1.83376917480295
16_n2268,15,9,0,0,0,0
16_n2269,1,22,8.94455032217002,8.94455032217176,8.94455032217002,0.406570469189546
16_n2269,2,10,14.5606730007411,31.3059261275984,49.7722377279455,4.97722377279455
16_n2269,3,18,6.32475218747168,6.32475218746737,6.32475218747168,0.351375121526204
16_n2269,4,10,7.21132701399611,7.21132701399433,7.21132701399611,0.721132701399611
16_n2269,5,7,21.7630302200271,21.7630302200276,21.7630302200271,3.10900431714672
16_n2269,6,7,0,0,0,0
16_n2269,7,15,0,7.62939453125E-06,0,0
16_n2269,8,7,0,0,0,0
16_n2269,9,8,11.6622667947504,11.6622667947507,11.6622667947504,1.45778334934379
16_n2269,10,7,0,0,0,0
16_n2269,11,16,0,0,0,0
16_n2269,12,8,64.4318123008565,64.4318123008565,67.7334546888357,8.46668183610446
16_n2270,1,16,0.894454999999994,0.894455000005473,0.894454999999994,0.0559034375
16_n2270,2,13,9.8390053,9.83900530000047,14.6964748736279,1.13049806720214
16_n2270,3,12,0,0,0,0
16_n2270,4,9,16.9946457,16.9946457000002,17.5356853771506,1.94840948635007
16_n2270,5,9,13.8856761675023,13.8856761675016,20.8410649316585,2.31567388129539
16_n2270,6,12,0,0,0,0
16_n2270,7,14,19.1421735611586,19.1421735611588,36.0896576021088,2.57783268586492
16_n2270,8,7,23.2558309,27.7713523994204,40.9940095168938,5.85628707384197
16_n2270,9,8,36.3219235729509,36.3219235729508,64.6087828010019,8.07609785012524
16_n2270,10,70,12.8066470505981,12.8066470505981,12.8066470505981,0.18295210072283
16_n2270,11,8,47.5409370696104,54.4957326250229,74.1555573147635,9.26944466434544
16_n2270,12,9,10.1983564741268,10.1983564741264,10.1983564741268,1.13315071934742
16_n2270,13,7,0,0,0,0
16_n2270,14,8,0,0,0,0
16_n2270,15,8,23.8670370854411,23.8670370854408,28.6694851266519,3.58368564083148
16_n2270,16,7,52.0708055194487,52.0708055194488,53.3725960041903,7.62465657202718
16_n2270,17,29,6.51173090255167,6.81196655662616,7.70642158662644,0.265738675400912
16_n2270,18,8,0,0,0,0
16_n2270,19,13,8.82430918478191,8.82430918478117,8.82430918478191,0.678793014213993
16_n2270,20,20,8.11337918037047,8.95972840000002,16.6819966185126,0.834099830925632
16_n2270,21,7,5.06838782395228,5.06838782395153,5.06838782395228,0.724055403421754
16_n2270,22,9,4.97523680090956,4.97523680090867,4.97523680090956,0.552804088989952
16_n2270,23,8,0,0,0,0
16_n2270,24,8,0,0,0,0
16_n2270,25,8,6.3354848223668,6.3354848223665,6.3354848223668,0.79193560279585
16_n2270,26,15,2.68791859999999,2.68791859999971,2.68791859999999,0.179194573333333
16_n2270,27,7,0,0,0,0
16_n2270,28,7,0,0,0,0
16_n2270,29,8,0,0,0,0
16_n2270,30,17,0,0,0,0
16_n2270,31,12,5.44999008836446,5.4499900883644,5.44999008836446,0.454165840697038
16_n2270,32,9,0,0,0,0
16_n2270,33,7,0,0,0,0
16_n2270,34,59,10.2156622030222,10.2156622030222,21.9642837398537,0.372275995590741
16_n2271,1,10,5.65703033281097,5.72730669608094,8.95231017833826,0.895231017833826
16_n2271,2,11,0,0,0,0
16_n2271,3,9,16.3222726650204,16.3222726650206,16.3222726650204,1.81358585166893
16_n2271,4,7,7.69439312387433,7.69439312387229,7.69439312387433,1.09919901769633
16_n2271,5,11,11.2074894303488,11.2074894303498,11.2074894303488,1.01886267548625
16_n2271,6,9,6.2611852255195,15.849783552552,35.9093544559505,3.98992827288338
16_n2271,7,9,49.5192149703343,49.5192149703341,67.0044387436547,7.44493763818386
16_n2271,8,7,0,0,0,0
16_n2271,9,19,24.3318074841815,24.3318074841823,34.9903615562018,1.8415979766422
16_n2271,10,12,4.81678776105981,4.816787761058,4.81678776105981,0.401398980088318
16_n2271,11,26,5.44075755500674,5.72730669608348,10.0727239263622,0.387412458706239
16_n2271,12,8,8.09963480547107,8.09963480547149,8.09963480547107,1.01245435068388
16_n2271,13,26,17.088539396342,20.862097059841,29.7692746426161,1.14497210163908
16_n2271,14,11,0,0,0,0
16_n2271,15,15,8.48554549921541,8.4855454992148,9.41523927127965,0.62768261808531
16_n2271,16,14,0,0,0,0
16_n2271,17,11,14.0004357839787,14.0004357839777,18.9719602169038,1.72472365608216
16_n2271,18,7,12.1659037420909,12.1659037420891,12.1666682849601,1.73809546928001
16_n2271,19,12,0,0,0,0
16_n2271,20,17,0,0,0,0
16_n2271,21,11,15.849783552553,33.1069212156916,65.9117984249301,5.99198167499364
16_n2271,22,18,0,0,0,0
16_n2271,23,52,6.81196657876381,6.81196657876202,8.85465306245975,0.170281789662688
16_n2271,24,20,0,0,0,0
16_n2271,25,7,8.00024901941592,10.1983564659011,13.0268716323074,1.8609816617582
16_n2271,26,17,0,0,0,0
16_n2271,27,10,0,0,0,0
16_n2282,1,7,6.3354847799404,8.82430914822786,12.5260645210951,1.78943778872787
16_n2282,2,9,0,0,0,0
16_n2282,3,10,3.80129093867489,10.0172810242755,18.559263161651,1.8559263161651
16_n2282,4,9,15.9523430969132,36.7458116748877,87.252956269391,9.69477291882122
16_n2282,5,7,55.1805812722449,55.1805812722449,55.3742401378378,7.91060573397682
16_n2282,6,10,40.5173941676069,40.5173941676069,43.7961959348753,4.37961959348753
16_n2282,7,11,2.53419391197614,2.53419391197505,2.53419391197614,0.230381264725104
16_n2282,8,9,15.4148997641411,25.8438084084682,41.1525563969874,4.57250626633193
16_n2282,9,11,16.6660583561886,16.8338015171017,26.1946220393671,2.3813292763061
16_n2282,10,8,9.89634363964287,15.8766793042212,23.4792609694395,2.93490762117994
16_n2282,11,10,6.8235259805715,6.8235259805718,6.8235259805715,0.68235259805715
16_n2282,12,7,21.5406482850729,21.5406482850726,24.8824608680636,3.55463726686623
16_n2282,13,9,4.82496141354414,4.82496141354539,4.82496141354414,0.536106823727126
16_n2282,14,19,18.9005678650391,28.7270748240246,73.3958787232468,3.86294098543404
16_n2282,15,8,22.4708847091635,22.4708847091645,36.9106450294526,4.61383062868157
16_n2282,16,15,5.6666298553448,6.99777162164303,10.6919623223033,0.712797488153553
16_n2282,17,7,8.06375560000004,8.06375559999809,8.06375560000004,1.15196508571429
16_n2282,18,17,71.733804424627,71.7338044246272,77.049778807768,4.53233992986871
16_n2282,19,16,16.1523802188905,16.1523802188905,16.1523802188905,1.00952376368066
16_n2282,20,10,7.70744981639059,9.35423116329421,12.5847072569959,1.25847072569959
16_n2282,21,10,9.69142811469331,15.4148997722781,30.4341416046186,3.04341416046186
16_n2282,22,11,5.22437451883802,5.22437451883679,5.22437451883802,0.474943138076183
16_n2282,23,9,22.4172335929074,22.4172335929074,23.8905041804269,2.65450046449187
16_n2282,24,11,0,0,0,0
16_n2282,25,8,12.020737146844,12.0207371468449,12.020737146844,1.50259214335549
16_n2282,26,10,16.5209230462048,22.8429152525302,30.550365127045,3.0550365127045
16_n2283,1,8,0,0,0,0
16_n2283,2,19,11.4546133921663,11.454613392167,15.1049381204494,0.794996743181547
16_n2283,3,7,35.0667442138565,35.0667442138557,36.4989408038253,5.21413440054647
16_n2283,4,8,25.939195934296,25.9391959342953,26.192119042091,3.27401488026138
16_n2283,5,8,5.44075755500626,5.44075755499855,5.44075755500626,0.680094694375783
16_n2302,1,13,2.00006225485402,4.81678776106404,12.5140664043997,0.962620492646132
16_n2302,2,8,21.2609534036466,27.2037877750345,33.5715061874782,4.19643827343478
16_n2302,3,8,19.6373115737719,19.637311573772,19.6373115737719,2.45466394672149
